,Source,Tweet,Date,Compound Analysis,Positive,Negative,Neutral,Tweets Ago
130,@CBS,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,Tue Oct 02 01:10:54 +0000 2018,0.765,0.292,0.0,0.708,31
131,@CBS,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",Tue Oct 02 00:01:07 +0000 2018,0.0,0.0,0.0,1.0,32
132,@CBS,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,Mon Oct 01 21:56:03 +0000 2018,0.0,0.0,0.0,1.0,33
133,@CBS,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,Mon Oct 01 16:33:11 +0000 2018,0.296,0.136,0.0,0.864,34
134,@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",Sun Sep 30 23:51:26 +0000 2018,-0.2263,0.0,0.091,0.909,35
135,@CBS,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.0,0.81,36
136,@CBS,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,0.0,1.0,37
137,@CBS,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,0.0,1.0,38
138,@CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,0.0,1.0,39
139,@CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,0.0,1.0,40
140,@CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,0.0,1.0,41
141,@CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,0.0,1.0,42
142,@CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,0.0,1.0,43
143,@CBS,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",Thu Sep 27 17:19:16 +0000 2018,0.0,0.0,0.0,1.0,44
144,@CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,Thu Sep 27 16:58:08 +0000 2018,-0.34,0.169,0.25,0.581,45
145,@CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,Thu Sep 27 00:44:13 +0000 2018,0.0,0.0,0.0,1.0,46
146,@CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,Thu Sep 27 00:42:15 +0000 2018,0.0,0.0,0.0,1.0,47
147,@CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,Wed Sep 26 21:49:27 +0000 2018,0.1139,0.071,0.0,0.929,48
148,@CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",Wed Sep 26 19:57:54 +0000 2018,0.6249,0.221,0.0,0.779,49
149,@CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",Wed Sep 26 17:25:43 +0000 2018,0.0,0.0,0.0,1.0,50
150,@CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",Tue Sep 25 21:10:56 +0000 2018,-0.2714,0.098,0.138,0.764,51
151,@CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",Tue Sep 25 20:31:45 +0000 2018,-0.2263,0.0,0.091,0.909,52
152,@CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,Tue Sep 25 19:54:26 +0000 2018,0.0,0.0,0.0,1.0,53
153,@CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,Tue Sep 25 19:45:33 +0000 2018,0.7901,0.291,0.0,0.709,54
154,@CBS,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",Tue Sep 25 18:34:26 +0000 2018,0.0,0.0,0.0,1.0,55
155,@CBS,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",Tue Sep 25 18:05:31 +0000 2018,0.0,0.0,0.0,1.0,56
156,@CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,0.0,1.0,57
157,@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.087,0.913,58
158,@CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,0.0,1.0,59
159,@CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.098,0.758,60
160,@CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.123,0.162,0.714,61
161,@CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.0,0.891,62
162,@CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,0.7896,0.212,0.0,0.788,63
163,@CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,0.0,1.0,64
164,@CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.236,0.588,65
165,@CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.0,0.791,66
166,@CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.0,0.473,67
167,@CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,0.0,1.0,68
168,@CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.0,0.737,69
169,@CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.091,0.909,70
170,@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,0.0,1.0,71
171,@CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.159,0.771,72
172,@CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.17,0.233,0.598,73
173,@CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,0.0,1.0,74
174,@CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,0.0,1.0,75
175,@CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.083,0.699,76
176,@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,0.0,1.0,77
177,@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.083,0.917,78
178,@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.256,0.0,0.744,79
179,@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.0,0.851,80
180,@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,0.0,1.0,81
181,@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.196,0.712,82
182,@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,0.0,1.0,83
183,@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.121,0.879,84
184,@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.0,0.808,85
185,@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,0.0,1.0,86
186,@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.0,0.889,87
187,@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.0,0.467,88
188,@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,0.4215,0.135,0.0,0.865,89
189,@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,0.6514,0.171,0.0,0.829,90
190,@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,0.0,1.0,91
191,@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,0.0,1.0,92
192,@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,-0.6908,0.0,0.239,0.761,93
193,@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,0.6239,0.17,0.0,0.83,94
194,@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,0.0,1.0,95
195,@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,-0.4389,0.0,0.112,0.888,96
196,@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,0.0,1.0,97
197,@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,0.0,1.0,98
198,@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,0.5423,0.171,0.0,0.829,99
199,@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,0.3182,0.113,0.0,0.887,100
200,@CNN,High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequen… https://t.co/LAzcY346ta,Thu Oct 04 06:31:02 +0000 2018,-0.765,0.0,0.352,0.648,1
201,@CNN,"CNN’s Samuel Burke gets a close look at Magic Leap’s mixed reality headset, with the help of actor Andy Serkis… https://t.co/PLg4U9dDxJ",Thu Oct 04 06:16:00 +0000 2018,0.4019,0.124,0.0,0.876,2
202,@CNN,More than 250 people around the world have died taking selfies since 2011 https://t.co/njs5fjzajS,Thu Oct 04 06:01:04 +0000 2018,-0.5574,0.0,0.217,0.783,3
203,@CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/fCBF1F5ohL",Thu Oct 04 05:46:01 +0000 2018,0.0,0.0,0.0,1.0,4
204,@CNN,The insurance company that paid Kim Kardashian West after she was robbed of millions of dollars' worth of jewelry i… https://t.co/wYXGuvv03I,Thu Oct 04 05:41:06 +0000 2018,0.2263,0.087,0.0,0.913,5
205,@CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/5TVQmNRNgC",Thu Oct 04 05:31:05 +0000 2018,-0.4019,0.183,0.247,0.57,6
206,@CNN,"After an unusually large amount of rain, officials are telling people who live near a dam in southern Arizona to ev… https://t.co/zKRdgJXdbU",Thu Oct 04 05:28:07 +0000 2018,0.0,0.0,0.0,1.0,7
207,@CNN,The British and Australian governments have accused Russian military intelligence of carrying out a worldwide campa… https://t.co/s4501714uP,Thu Oct 04 05:25:03 +0000 2018,0.2263,0.161,0.114,0.725,8
208,@CNN,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that:… https://t.co/oste8tCSTj",Thu Oct 04 05:16:00 +0000 2018,0.7391,0.309,0.081,0.61,9
209,@CNN,Audio of radio interviews between longtime Trump ally Roger Stone &amp; the radio host he claimed was his back channel… https://t.co/asPNRTy3tt,Thu Oct 04 05:12:28 +0000 2018,0.0,0.0,0.0,1.0,10
210,@CNN,"RT @CNNBusiness: The world's first full-scale Hyperloop passenger capsule has been revealed, and it could be the future of travel https://t…",Thu Oct 04 05:02:59 +0000 2018,0.0,0.0,0.0,1.0,11
211,@CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/tdOQh3K3Zm,Thu Oct 04 05:01:06 +0000 2018,-0.34,0.0,0.13,0.87,12
212,@CNN,United Airlines flight lands safely after mayday call shuts down Sydney airport https://t.co/vNMEuulxZw https://t.co/6rqOLwupyu,Thu Oct 04 04:57:12 +0000 2018,0.7184,0.333,0.0,0.667,13
213,@CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/YcHAqAf9ws",Thu Oct 04 04:46:00 +0000 2018,0.0,0.0,0.0,1.0,14
214,@CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/Q6rS0EKxia",Thu Oct 04 04:31:05 +0000 2018,0.0,0.0,0.0,1.0,15
215,@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7CN5t9NcR9,Thu Oct 04 04:16:00 +0000 2018,0.4927,0.144,0.0,0.856,16
216,@CNN,"US Vice President Mike Pence is set to ramp up Washington's criticism of Beijing in a speech on Thursday, accusing… https://t.co/1GjblY3Q51",Thu Oct 04 04:15:36 +0000 2018,-0.4404,0.0,0.132,0.868,17
217,@CNN,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

An… https://t.co/mcrnjUjSfP",Thu Oct 04 04:01:02 +0000 2018,0.5106,0.142,0.0,0.858,18
218,@CNN,The world's best bar for 2018 is... about to close for good https://t.co/nTs5iMszDC via @CNNTravel https://t.co/9JBpKGdBvG,Thu Oct 04 03:46:07 +0000 2018,0.7964,0.336,0.0,0.664,19
219,@CNN,"RT @CuomoPrimeTime: .@chriscuomo: This is it. They will vote. Will the FBI report change votes? Unlikely.

Why? This has never been a truth…",Thu Oct 04 03:31:24 +0000 2018,0.0,0.0,0.0,1.0,20
220,@CNN,High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequen… https://t.co/LAzcY346ta,Thu Oct 04 06:31:02 +0000 2018,-0.765,0.0,0.352,0.648,21
221,@CNN,"CNN’s Samuel Burke gets a close look at Magic Leap’s mixed reality headset, with the help of actor Andy Serkis… https://t.co/PLg4U9dDxJ",Thu Oct 04 06:16:00 +0000 2018,0.4019,0.124,0.0,0.876,22
222,@CNN,More than 250 people around the world have died taking selfies since 2011 https://t.co/njs5fjzajS,Thu Oct 04 06:01:04 +0000 2018,-0.5574,0.0,0.217,0.783,23
223,@CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/fCBF1F5ohL",Thu Oct 04 05:46:01 +0000 2018,0.0,0.0,0.0,1.0,24
224,@CNN,The insurance company that paid Kim Kardashian West after she was robbed of millions of dollars' worth of jewelry i… https://t.co/wYXGuvv03I,Thu Oct 04 05:41:06 +0000 2018,0.2263,0.087,0.0,0.913,25
225,@CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/5TVQmNRNgC",Thu Oct 04 05:31:05 +0000 2018,-0.4019,0.183,0.247,0.57,26
226,@CNN,"After an unusually large amount of rain, officials are telling people who live near a dam in southern Arizona to ev… https://t.co/zKRdgJXdbU",Thu Oct 04 05:28:07 +0000 2018,0.0,0.0,0.0,1.0,27
227,@CNN,The British and Australian governments have accused Russian military intelligence of carrying out a worldwide campa… https://t.co/s4501714uP,Thu Oct 04 05:25:03 +0000 2018,0.2263,0.161,0.114,0.725,28
228,@CNN,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that:… https://t.co/oste8tCSTj",Thu Oct 04 05:16:00 +0000 2018,0.7391,0.309,0.081,0.61,29
229,@CNN,Audio of radio interviews between longtime Trump ally Roger Stone &amp; the radio host he claimed was his back channel… https://t.co/asPNRTy3tt,Thu Oct 04 05:12:28 +0000 2018,0.0,0.0,0.0,1.0,30
230,@CNN,"RT @CNNBusiness: The world's first full-scale Hyperloop passenger capsule has been revealed, and it could be the future of travel https://t…",Thu Oct 04 05:02:59 +0000 2018,0.0,0.0,0.0,1.0,31
231,@CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/tdOQh3K3Zm,Thu Oct 04 05:01:06 +0000 2018,-0.34,0.0,0.13,0.87,32
232,@CNN,United Airlines flight lands safely after mayday call shuts down Sydney airport https://t.co/vNMEuulxZw https://t.co/6rqOLwupyu,Thu Oct 04 04:57:12 +0000 2018,0.7184,0.333,0.0,0.667,33
233,@CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/YcHAqAf9ws",Thu Oct 04 04:46:00 +0000 2018,0.0,0.0,0.0,1.0,34
234,@CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/Q6rS0EKxia",Thu Oct 04 04:31:05 +0000 2018,0.0,0.0,0.0,1.0,35
235,@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7CN5t9NcR9,Thu Oct 04 04:16:00 +0000 2018,0.4927,0.144,0.0,0.856,36
236,@CNN,"US Vice President Mike Pence is set to ramp up Washington's criticism of Beijing in a speech on Thursday, accusing… https://t.co/1GjblY3Q51",Thu Oct 04 04:15:36 +0000 2018,-0.4404,0.0,0.132,0.868,37
237,@CNN,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

An… https://t.co/mcrnjUjSfP",Thu Oct 04 04:01:02 +0000 2018,0.5106,0.142,0.0,0.858,38
238,@CNN,The world's best bar for 2018 is... about to close for good https://t.co/nTs5iMszDC via @CNNTravel https://t.co/9JBpKGdBvG,Thu Oct 04 03:46:07 +0000 2018,0.7964,0.336,0.0,0.664,39
239,@CNN,"RT @CuomoPrimeTime: .@chriscuomo: This is it. They will vote. Will the FBI report change votes? Unlikely.

Why? This has never been a truth…",Thu Oct 04 03:31:24 +0000 2018,0.0,0.0,0.0,1.0,40
240,@CNN,"RT @AC360: ""I saw him do the stuff that he said under oath that he didn't do. I saw him use words in a different way than he said under oat…",Thu Oct 04 03:31:13 +0000 2018,0.0,0.0,0.0,1.0,41
241,@CNN,This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection… https://t.co/gH8mTOe1tf,Thu Oct 04 03:31:05 +0000 2018,0.3167,0.125,0.0,0.875,42
242,@CNN,"Seven law enforcement officers were shot, one fatally, during a standoff Wednesday in Florence, South Carolina, cit… https://t.co/JdlUp2qlVe",Thu Oct 04 03:21:42 +0000 2018,-0.6369,0.0,0.208,0.792,43
243,@CNN,RT @cnnbrk: Australia's busiest airport was on high alert Thursday after a United Airlines flight from Los Angeles issued a mayday call due…,Thu Oct 04 03:17:05 +0000 2018,0.6124,0.208,0.0,0.792,44
244,@CNN,Residents in this Kentucky city are hanging dozens of bed sheet banners to support survivors of sexual assault… https://t.co/qfcovD148E,Thu Oct 04 03:16:07 +0000 2018,0.4019,0.13,0.0,0.87,45
245,@CNN,"RT @CuomoPrimeTime: ""People want one of two things: exoneration or corroboration ... it's going to be an impossibility."" - Retired FBI Agen…",Thu Oct 04 03:10:51 +0000 2018,0.0772,0.061,0.0,0.939,46
246,@CNN,RT @CNNTonight: .@donlemon: This President has made himself ‘victim-in-chief’ from the early days of his presidency. But why? He was a mill…,Thu Oct 04 03:10:40 +0000 2018,0.0,0.0,0.0,1.0,47
247,@CNN,"CNN’s Samuel Burke gets a close look at Magic Leap’s mixed reality headset, with the help of actor Andy Serkis… https://t.co/fI4dnGFGxf",Thu Oct 04 03:04:05 +0000 2018,0.4019,0.124,0.0,0.876,48
248,@CNN,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/iK99rK2lKY https://t.co/KKefjGyTbi,Thu Oct 04 03:01:06 +0000 2018,0.7269,0.303,0.0,0.697,49
249,@CNN,President Trump's victim-mocking should haunt the GOP | By Tara Setmayer via @CNNOpinion https://t.co/APfbpf2cit https://t.co/XvSbMAb4mF,Thu Oct 04 02:46:02 +0000 2018,-0.4019,0.0,0.172,0.828,50
250,@CNN,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical… https://t.co/oORCWb0tET",Thu Oct 04 02:31:04 +0000 2018,0.0516,0.117,0.106,0.778,51
251,@CNN,"To truly fight climate change, we need to set our sights higher | By Frank Bainimarama and Hilda C. Heine via… https://t.co/vYO3MTstgn",Thu Oct 04 02:16:04 +0000 2018,0.0772,0.118,0.106,0.776,52
252,@CNN,"Senate Majority Leader Mitch McConnell has filed cloture on Kavanaugh's nomination for the Supreme Court, setting u… https://t.co/gOcIqnRMg6",Thu Oct 04 02:13:53 +0000 2018,0.5574,0.175,0.0,0.825,53
253,@CNN,BREAKING: Senate Majority Leader Mitch McConnell takes a key step toward the vote on Brett Kavanaugh's nomination… https://t.co/KFKEEy7QuV,Thu Oct 04 02:12:39 +0000 2018,0.0,0.0,0.0,1.0,54
254,@CNN,"The US Capitol Police announced  that they had arrested a suspect for allegedly ""doxing"" -- a form of publishing pr… https://t.co/ekl1osgAQm",Thu Oct 04 02:09:54 +0000 2018,-0.6486,0.0,0.238,0.762,55
255,@CNN,"RT @CuomoPrimeTime: ""That is an abominable thing to say."" As it pertains to the treatment of Christine Blasey Ford in particular - and the…",Thu Oct 04 02:06:53 +0000 2018,0.0,0.0,0.0,1.0,56
256,@CNN,"As the FBI wraps up its renewed background check into Supreme Court nominee Brett Kavanaugh, the remaining undecide… https://t.co/g4DFcfbXYI",Thu Oct 04 02:06:36 +0000 2018,0.5574,0.167,0.0,0.833,57
257,@CNN,"RT @CuomoPrimeTime: ""It was really terrible ... it's painful to have these difficult experiences shared and processed publicly."" - Sandra M…",Thu Oct 04 02:05:17 +0000 2018,-0.7501,0.088,0.323,0.588,58
258,@CNN,"RT @OutFrontCNN: Trump accuser Samantha Holvey says it was ""absolutely disgusting"" for President Trump to mock Christine Blasey Ford.

""I c…",Thu Oct 04 02:05:07 +0000 2018,-0.7574,0.0,0.255,0.745,59
259,@CNN,"""As Brett's roommate, I'm in a singular position...to say, 'Listen, I saw him do this stuff that he said, under oat… https://t.co/u3tHxYnNSY",Thu Oct 04 02:04:48 +0000 2018,0.0,0.0,0.0,1.0,60
